query_drug,generic_name,rxcui,spl_set_id,source_section,source_text,source_url,has_number,constraint_var,constraint_op,constraint_value,unit,curator,curator_note
spironolactone,SPIRONOLACTONE,198222,08738ad4-1607-4d55-af71-6790477353bd,drug_interactions,Lithium: Increased risk of lithium toxicity ( 7.2 ).,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2208738ad4-1607-4d55-af71-6790477353bd%22,True,,,,,,
spironolactone,SPIRONOLACTONE,198222,08738ad4-1607-4d55-af71-6790477353bd,drug_interactions,"NSAIDs: May reduce the diuretic, natriuretic and antihypertensive effect of spironolactone ( 7.3 ).",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2208738ad4-1607-4d55-af71-6790477353bd%22,True,,,,,,
spironolactone,SPIRONOLACTONE,198222,08738ad4-1607-4d55-af71-6790477353bd,drug_interactions,Digoxin: spironolactone can interfere with radioimmunologic assays of digoxin exposure ( 7.4) .,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2208738ad4-1607-4d55-af71-6790477353bd%22,True,,,,,,
spironolactone,SPIRONOLACTONE,198222,08738ad4-1607-4d55-af71-6790477353bd,drug_interactions,Cholestyramine: Hyperkalemic metabolic acidosis has been reported with concomitant use ( 7.5 ).,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2208738ad4-1607-4d55-af71-6790477353bd%22,True,,,,,,
spironolactone,SPIRONOLACTONE,198222,08738ad4-1607-4d55-af71-6790477353bd,drug_interactions,Acetylsalicylic Acid (ASA): ASA may reduce the efficacy of spironolactone ( 7.6 ) Abiraterone: May increase prostate-specific antigen (PSA) levels ( 7.7 ). 7.1 Drugs and Supplements Increasing Serum Potassium Concomitant administration of spironolactone with potassium supplementation or drugs that can increase potassium may lead to severe hyperkalemia.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2208738ad4-1607-4d55-af71-6790477353bd%22,True,,,,,,
spironolactone,SPIRONOLACTONE,198222,08738ad4-1607-4d55-af71-6790477353bd,drug_interactions,"In general, discontinue potassium supplementation in heart failure patients who start spironolactone [see Warnings and Precautions (5.1) and Clinical Pharmacology (12.3) ] .",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2208738ad4-1607-4d55-af71-6790477353bd%22,True,,,,,,
spironolactone,SPIRONOLACTONE,198222,08738ad4-1607-4d55-af71-6790477353bd,drug_interactions,Check serum potassium levels when ACE inhibitor or ARB therapy is altered in patients receiving spironolactone.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2208738ad4-1607-4d55-af71-6790477353bd%22,False,,,,,,
spironolactone,SPIRONOLACTONE,198222,08738ad4-1607-4d55-af71-6790477353bd,drug_interactions,"Examples of drugs that can increase potassium include: ACE inhibitors angiotensin receptor blockers non-steroidal anti-inflammatory drugs (NSAIDs) heparin and low molecular weight heparin trimethoprim 7.2 Lithium Like other diuretics, spironolactone reduces the renal clearance of lithium, thus increasing the risk of lithium toxicity.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2208738ad4-1607-4d55-af71-6790477353bd%22,True,,,,,,
spironolactone,SPIRONOLACTONE,198222,08738ad4-1607-4d55-af71-6790477353bd,drug_interactions,"Monitor lithium levels periodically when spironolactone is coadministered [see Clinical Pharmacology (12.3) ] . 7.3 Nonsteroidal Anti-Inflammatory Drugs (NSAIDs) In some patients, the administration of an NSAID can reduce the diuretic, natriuretic, and antihypertensive effect of diuretics.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2208738ad4-1607-4d55-af71-6790477353bd%22,True,,,,,,
spironolactone,SPIRONOLACTONE,198222,08738ad4-1607-4d55-af71-6790477353bd,drug_interactions,"Therefore, when spironolactone and NSAIDs are used concomitantly, monitor closely to determine if the desired effect of the diuretic is obtained [see Clinical Pharmacology (12.3) ] . 7.4 Digoxin Spironolactone and its metabolites interfere with radioimmunoassays for digoxin and increase the apparent exposure to digoxin.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2208738ad4-1607-4d55-af71-6790477353bd%22,True,,,,,,
spironolactone,SPIRONOLACTONE,198222,08738ad4-1607-4d55-af71-6790477353bd,drug_interactions,"It is unknown to what extent, if any, spironolactone may increase actual digoxin exposure.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2208738ad4-1607-4d55-af71-6790477353bd%22,False,,,,,,
warfarin,WARFARIN SODIUM,"855288,855296,855302,855312,855318",0cbce382-9c88-4f58-ae0f-532a841e8f95,contraindications,"4 CONTRAINDICATIONS Warfarin sodium is contraindicated in: Pregnancy Warfarin sodium is contraindicated in women who are pregnant except in pregnant women with mechanical heart valves, who are at high risk of thromboembolism [see Warnings and Precautions ( 5.7 ) and Use in Specific Populations ( 8.1 )] .",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220cbce382-9c88-4f58-ae0f-532a841e8f95%22,True,,,,,,
warfarin,WARFARIN SODIUM,"855288,855296,855302,855312,855318",0cbce382-9c88-4f58-ae0f-532a841e8f95,contraindications,Warfarin sodium can cause fetal harm when administered to a pregnant woman.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220cbce382-9c88-4f58-ae0f-532a841e8f95%22,False,,,,,,
warfarin,WARFARIN SODIUM,"855288,855296,855302,855312,855318",0cbce382-9c88-4f58-ae0f-532a841e8f95,contraindications,"Warfarin sodium exposure during pregnancy causes a recognized pattern of major congenital malformations (warfarin embryopathy and fetotoxicity), fatal fetal hemorrhage, and an increased risk of spontaneous abortion and fetal mortality.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220cbce382-9c88-4f58-ae0f-532a841e8f95%22,False,,,,,,
warfarin,WARFARIN SODIUM,"855288,855296,855302,855312,855318",0cbce382-9c88-4f58-ae0f-532a841e8f95,contraindications,"If warfarin sodium is used during pregnancy or if the patient becomes pregnant while taking this drug, the patient should be apprised of the potential hazard to a fetus [see Use in Specific Populations ( 8.1 )] .",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220cbce382-9c88-4f58-ae0f-532a841e8f95%22,True,,,,,,
warfarin,WARFARIN SODIUM,"855288,855296,855302,855312,855318",0cbce382-9c88-4f58-ae0f-532a841e8f95,contraindications,"Warfarin sodium is contraindicated in patients with: Hemorrhagic tendencies or blood dyscrasias Recent or contemplated surgery of the central nervous system or eye, or traumatic surgery resulting in large open surfaces [see Warnings and Precautions ( 5.8 )] Bleeding tendencies associated with: − Active ulceration or overt bleeding of the gastrointestinal, genitourinary, or respiratory tract − Central nervous system hemorrhage − Cerebral aneurysms, dissecting aorta − Pericarditis and pericardial effusions − Bacterial endocarditis Threatened abortion, eclampsia, and preeclampsia Unsupervised patients with conditions associated with potential high level of non-compliance Spinal puncture and other diagnostic or therapeutic procedures with potential for uncontrollable bleeding Hypersensitivity to warfarin or to any other components of this product (e.g., anaphylaxis) [see Adverse Reactions ( 6 )] Major regional or lumbar block anesthesia Malignant hypertension Pregnancy, except in women with mechanical heart valves ( 4 , 5.7 , 8.1 ) Hemorrhagic tendencies or blood dyscrasias ( 4 ) Recent or contemplated surgery of the central nervous system (CNS) or eye, or traumatic surgery resulting in large open surfaces ( 4 , 5.8 ) Bleeding tendencies associated with certain conditions ( 4 ) Threatened abortion, eclampsia, and preeclampsia ( 4 ) Unsupervised patients with potential high levels of non-compliance ( 4 ) Spinal puncture and other diagnostic or therapeutic procedures with potential for uncontrollable bleeding ( 4 ) Hypersensitivity to warfarin or any component of the product ( 4 ) Major regional or lumbar block anesthesia ( 4 ) Malignant hypertension ( 4 )",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220cbce382-9c88-4f58-ae0f-532a841e8f95%22,True,,,,,,
warfarin,WARFARIN SODIUM,"855288,855296,855302,855312,855318",0cbce382-9c88-4f58-ae0f-532a841e8f95,boxed_warning,WARNING: BLEEDING RISK Warfarin sodium can cause major or fatal bleeding [see Warnings and Precautions ( 5.1 )] .,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220cbce382-9c88-4f58-ae0f-532a841e8f95%22,True,,,,,,
warfarin,WARFARIN SODIUM,"855288,855296,855302,855312,855318",0cbce382-9c88-4f58-ae0f-532a841e8f95,boxed_warning,Perform regular monitoring of INR in all treated patients [see Dosage and Administration ( 2.1 )] .,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220cbce382-9c88-4f58-ae0f-532a841e8f95%22,True,,,,,,
warfarin,WARFARIN SODIUM,"855288,855296,855302,855312,855318",0cbce382-9c88-4f58-ae0f-532a841e8f95,boxed_warning,"Drugs, dietary changes, and other factors affect INR levels achieved with warfarin sodium therapy [see Drug Interactions ( 7 )] .",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220cbce382-9c88-4f58-ae0f-532a841e8f95%22,True,,,,,,
warfarin,WARFARIN SODIUM,"855288,855296,855302,855312,855318",0cbce382-9c88-4f58-ae0f-532a841e8f95,boxed_warning,Instruct patients about prevention measures to minimize risk of bleeding and to report signs and symptoms of bleeding [see Patient Counseling Information ( 17 )] .,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220cbce382-9c88-4f58-ae0f-532a841e8f95%22,True,,,,,,
warfarin,WARFARIN SODIUM,"855288,855296,855302,855312,855318",0cbce382-9c88-4f58-ae0f-532a841e8f95,boxed_warning,WARNING: BLEEDING RISK See full prescribing information for complete boxed warning.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220cbce382-9c88-4f58-ae0f-532a841e8f95%22,False,,,,,,
warfarin,WARFARIN SODIUM,"855288,855296,855302,855312,855318",0cbce382-9c88-4f58-ae0f-532a841e8f95,boxed_warning,Warfarin sodium can cause major or fatal bleeding.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220cbce382-9c88-4f58-ae0f-532a841e8f95%22,False,,,,,,
warfarin,WARFARIN SODIUM,"855288,855296,855302,855312,855318",0cbce382-9c88-4f58-ae0f-532a841e8f95,boxed_warning,( 5.1 ) Perform regular monitoring of INR in all treated patients.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220cbce382-9c88-4f58-ae0f-532a841e8f95%22,True,,,,,,
warfarin,WARFARIN SODIUM,"855288,855296,855302,855312,855318",0cbce382-9c88-4f58-ae0f-532a841e8f95,boxed_warning,"( 2.1 ) Drugs, dietary changes, and other factors affect INR levels achieved with warfarin sodium therapy.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220cbce382-9c88-4f58-ae0f-532a841e8f95%22,True,,,,,,
warfarin,WARFARIN SODIUM,"855288,855296,855302,855312,855318",0cbce382-9c88-4f58-ae0f-532a841e8f95,boxed_warning,( 7 ) Instruct patients about prevention measures to minimize risk of bleeding and to report signs and symptoms of bleeding.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220cbce382-9c88-4f58-ae0f-532a841e8f95%22,True,,,,,,
warfarin,WARFARIN SODIUM,"855288,855296,855302,855312,855318",0cbce382-9c88-4f58-ae0f-532a841e8f95,boxed_warning,( 17 ),https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220cbce382-9c88-4f58-ae0f-532a841e8f95%22,True,,,,,,
warfarin,WARFARIN SODIUM,"855288,855296,855302,855312,855318",0cbce382-9c88-4f58-ae0f-532a841e8f95,drug_interactions,"7 DRUG INTERACTIONS Concomitant use of drugs that increase bleeding risk, antibiotics, antifungals, botanical (herbal) products, and inhibitors and inducers of CYP2C9, 1A2, or 3A4.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220cbce382-9c88-4f58-ae0f-532a841e8f95%22,True,,,,,,
warfarin,WARFARIN SODIUM,"855288,855296,855302,855312,855318",0cbce382-9c88-4f58-ae0f-532a841e8f95,drug_interactions,( 7 ) Consult labeling of all concurrently used drugs for complete information about interactions with warfarin sodium or increased risks for bleeding.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220cbce382-9c88-4f58-ae0f-532a841e8f95%22,True,,,,,,
warfarin,WARFARIN SODIUM,"855288,855296,855302,855312,855318",0cbce382-9c88-4f58-ae0f-532a841e8f95,drug_interactions,( 7 ) 7.1 General Information Drugs may interact with warfarin sodium through pharmacodynamic or pharmacokinetic mechanisms.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220cbce382-9c88-4f58-ae0f-532a841e8f95%22,True,,,,,,
warfarin,WARFARIN SODIUM,"855288,855296,855302,855312,855318",0cbce382-9c88-4f58-ae0f-532a841e8f95,drug_interactions,"Pharmacodynamic mechanisms for drug interactions with warfarin sodium are synergism (impaired hemostasis, reduced clotting factor synthesis), competitive antagonism (vitamin K), and alteration of the physiologic control loop for vitamin K metabolism (hereditary resistance).",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220cbce382-9c88-4f58-ae0f-532a841e8f95%22,False,,,,,,
warfarin,WARFARIN SODIUM,"855288,855296,855302,855312,855318",0cbce382-9c88-4f58-ae0f-532a841e8f95,drug_interactions,"Pharmacokinetic mechanisms for drug interactions with warfarin sodium are mainly enzyme induction, enzyme inhibition, and reduced plasma protein binding.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220cbce382-9c88-4f58-ae0f-532a841e8f95%22,False,,,,,,
warfarin,WARFARIN SODIUM,"855288,855296,855302,855312,855318",0cbce382-9c88-4f58-ae0f-532a841e8f95,drug_interactions,It is important to note that some drugs may interact by more than one mechanism.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220cbce382-9c88-4f58-ae0f-532a841e8f95%22,False,,,,,,
warfarin,WARFARIN SODIUM,"855288,855296,855302,855312,855318",0cbce382-9c88-4f58-ae0f-532a841e8f95,drug_interactions,"More frequent INR monitoring should be performed when starting or stopping other drugs, including botanicals, or when changing dosages of other drugs, including drugs intended for short-term use (e.g., antibiotics, antifungals, corticosteroids) [ see Boxed Warning ].",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220cbce382-9c88-4f58-ae0f-532a841e8f95%22,False,,,,,,
warfarin,WARFARIN SODIUM,"855288,855296,855302,855312,855318",0cbce382-9c88-4f58-ae0f-532a841e8f95,drug_interactions,"Consult the labeling of all concurrently used drugs to obtain further information about interactions with warfarin sodium or adverse reactions pertaining to bleeding. 7.2 CYP450 Interactions CYP450 isozymes involved in the metabolism of warfarin include CYP2C9, 2C19, 2C8, 2C18, 1A2, and 3A4.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220cbce382-9c88-4f58-ae0f-532a841e8f95%22,True,,,,,,
warfarin,WARFARIN SODIUM,"855288,855296,855302,855312,855318",0cbce382-9c88-4f58-ae0f-532a841e8f95,drug_interactions,The more potent warfarin S -enantiomer is metabolized by CYP2C9 while the R -enantiomer is metabolized by CYP1A2 and 3A4.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220cbce382-9c88-4f58-ae0f-532a841e8f95%22,True,,,,,,
warfarin,WARFARIN SODIUM,"855288,855296,855302,855312,855318",0cbce382-9c88-4f58-ae0f-532a841e8f95,drug_interactions,"Inhibitors of CYP2C9, 1A2, and/or 3A4 have the potential to increase the effect (increase INR) of warfarin by increasing the exposure of warfarin.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220cbce382-9c88-4f58-ae0f-532a841e8f95%22,True,,,,,,
warfarin,WARFARIN SODIUM,"855288,855296,855302,855312,855318",0cbce382-9c88-4f58-ae0f-532a841e8f95,drug_interactions,"Inducers of CYP2C9, 1A2, and/or 3A4 have the potential to decrease the effect (decrease INR) of warfarin by decreasing the exposure of warfarin.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220cbce382-9c88-4f58-ae0f-532a841e8f95%22,True,,,,,,
warfarin,WARFARIN SODIUM,"855288,855296,855302,855312,855318",0cbce382-9c88-4f58-ae0f-532a841e8f95,drug_interactions,"Examples of inhibitors and inducers of CYP2C9, 1A2, and 3A4 are below in Table 2 ; however, this list should not be considered all-inclusive.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%220cbce382-9c88-4f58-ae0f-532a841e8f95%22,True,,,,,,
simvastatin,SIMVASTATIN,198211,00896fff-081d-4553-be8c-1999a8a73dda,contraindications,"4 CONTRAINDICATIONS Simvastatin is contraindicated in the following conditions: Concomitant use of strong CYP3A4 inhibitors (select azole anti-fungals, macrolide antibiotics, anti-viral medications, and nefazodone) [see DRUG INTERACTIONS ( 7.1 )].",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200896fff-081d-4553-be8c-1999a8a73dda%22,True,clarithromycin,==,,,auto:curate_thresholds.py,statin_macrolide: attested_qualitative in [contraindications]. NOT human-verified.
simvastatin,SIMVASTATIN,198211,00896fff-081d-4553-be8c-1999a8a73dda,contraindications,"Concomitant use of cyclosporine, danazol or gemfibrozil [see DRUG INTERACTIONS ( 7.1 )].",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200896fff-081d-4553-be8c-1999a8a73dda%22,True,,,,,,
simvastatin,SIMVASTATIN,198211,00896fff-081d-4553-be8c-1999a8a73dda,contraindications,Acute liver failure or decompensated cirrhosis [see WARNINGS AND PRECAUTIONS ( 5.3 )] Hypersensitivity to simvastatin or any excipients in simvastatin tablets USP.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200896fff-081d-4553-be8c-1999a8a73dda%22,True,,,,,,
simvastatin,SIMVASTATIN,198211,00896fff-081d-4553-be8c-1999a8a73dda,contraindications,"Hypersensitivity reactions, including anaphylaxis, angioedema and Stevens-Johnson syndrome, have been reported [see ADVERSE REACTIONS ( 6.2 )] Concomitant use of strong CYP3A4 inhibitors (select azole anti-fungals, macrolide antibiotics, anti-viral medications, and nefazodone) ( 4 , 7.1 ) Concomitant use of cyclosporine, danazol or gemfibrozil ( 4 , 7.1 ) Acute liver failure or decompensated cirrhosis ( 4 , 5.3 ) Hypersensitivity to simvastatin or any excipient in simvastatin tablets USP ( 4 , 6.2 )",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200896fff-081d-4553-be8c-1999a8a73dda%22,True,,,,,,
simvastatin,SIMVASTATIN,198211,00896fff-081d-4553-be8c-1999a8a73dda,drug_interactions,7 DRUG INTERACTIONS See full prescribing information for details regarding concomitant use of simvastatin with other drugs or grapefruit juice that increase the risk of myopathy and rhabdomyolysis.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200896fff-081d-4553-be8c-1999a8a73dda%22,True,,,,,,
simvastatin,SIMVASTATIN,198211,00896fff-081d-4553-be8c-1999a8a73dda,drug_interactions,"( 2.5 , 7.1 ) Coumarin Anticoagulants: Obtain INR before simvastatin initiation and monitor INR during simvastatin dosage initiation or adjustment.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200896fff-081d-4553-be8c-1999a8a73dda%22,True,,,,,,
simvastatin,SIMVASTATIN,198211,00896fff-081d-4553-be8c-1999a8a73dda,drug_interactions,"( 7.2 ) Digoxin: During simvastatin initiation, monitor digoxin levels.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200896fff-081d-4553-be8c-1999a8a73dda%22,True,,,,,,
simvastatin,SIMVASTATIN,198211,00896fff-081d-4553-be8c-1999a8a73dda,drug_interactions,( 7.2 ) 7.1 Drug Interactions that Increase the Risk of Myopathy and Rhabdomyolysis with Simvastatin Simvastatin is a substrate of CYP3A4 and of the transport protein OATP1B1.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200896fff-081d-4553-be8c-1999a8a73dda%22,True,,,,,,
simvastatin,SIMVASTATIN,198211,00896fff-081d-4553-be8c-1999a8a73dda,drug_interactions,Simvastatin exposure can be significantly increased with concomitant administration of inhibitors of CYP3A4 and OATP1B1.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200896fff-081d-4553-be8c-1999a8a73dda%22,True,,,,,,
simvastatin,SIMVASTATIN,198211,00896fff-081d-4553-be8c-1999a8a73dda,drug_interactions,Table 2 includes a list of drugs that increase the risk of myopathy and rhabdomyolysis when used concomitantly with simvastatin and instructions for preventing or managing them [see WARNINGS AND PRECAUTIONS ( 5.1 ) AND CLINICAL PHARMACOLOGY ( 12.3 )] .,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200896fff-081d-4553-be8c-1999a8a73dda%22,True,,,,,,
simvastatin,SIMVASTATIN,198211,00896fff-081d-4553-be8c-1999a8a73dda,drug_interactions,Table 2: Drug Interactions that Increase the Risk of Myopathy and Rhabdomyolysis with Simvastatin Strong CYP3A4 inhibitors Clinical Impact: Simvastatin is a substrate of CYP3A4.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200896fff-081d-4553-be8c-1999a8a73dda%22,True,,,,,,
simvastatin,SIMVASTATIN,198211,00896fff-081d-4553-be8c-1999a8a73dda,drug_interactions,"Concomitant use of strong CYP3A4 inhibitors with simvastatin increases simvastatin exposure and increases the risk of myopathy and rhabdomyolysis, particularly with higher simvastatin dosages.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200896fff-081d-4553-be8c-1999a8a73dda%22,True,,,,,,
simvastatin,SIMVASTATIN,198211,00896fff-081d-4553-be8c-1999a8a73dda,drug_interactions,Intervention: Concomitant use of strong CYP3A4 inhibitors with Simvastatin is contraindicated [see CONTRAINDICATIONS ( 4 )] .,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200896fff-081d-4553-be8c-1999a8a73dda%22,True,,,,,,
simvastatin,SIMVASTATIN,198211,00896fff-081d-4553-be8c-1999a8a73dda,drug_interactions,"If treatment with a CYP3A4 inhibitor is unavoidable, suspend simvastatin during the course of strong CYP3A4 inhibitor treatment.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200896fff-081d-4553-be8c-1999a8a73dda%22,True,,,,,,
simvastatin,SIMVASTATIN,198211,00896fff-081d-4553-be8c-1999a8a73dda,drug_interactions,"Examples: Select azole anti-fungals (e.g., itraconazole, ketoconazole, posaconazole, and voriconazole), select macrolide antibiotics (e.g., erythromycin and clarithromycin), select HIV protease inhibitors (e.g., nelfinavir, ritonavir, and darunavir/ritonavir), select HCV protease inhibitors (e.g., boceprevir and telaprevir), cobicistat-containing products, and nefazodone.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200896fff-081d-4553-be8c-1999a8a73dda%22,False,,,,,,
simvastatin,SIMVASTATIN,198211,00896fff-081d-4553-be8c-1999a8a73dda,drug_interactions,"Cyclosporine, Danazol, or Gemfibrozil Clinical Impact: The risk of myopathy and rhabdomyolysis is increased with concomitant use of cyclosporine, danazol, or gemfibrozil with simvastatin.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2200896fff-081d-4553-be8c-1999a8a73dda%22,False,,,,,,
nitrofurantoin,NITROFURANTOIN,311989,04af8b73-7e15-7da8-e063-6294a90af284,contraindications,"4 CONTRAINDICATIONS Nitrofurantoin is contraindicated in: patients with known hypersensitivity to nitrofurantoin [see Warnings and Precautions (5.1)]. patients with a previous history of cholestatic jaundice/hepatic dysfunction associated with nitrofurantoin [see Warnings and Precautions (5.3)]. patients who have anuria, oliguria, or significant impairment of renal function (creatinine clearance under 60 mL per minute or clinically significant elevated serum creatinine) due to an increased risk of toxicity resulting from impaired excretion of the drug [see Warnings and Precautions (5.4)]. pregnant patients at term (38 weeks to 42 weeks gestation), during labor and delivery, or when the onset of labor is imminent and in pediatric patients younger than 1 month of age because of the possibility of hemolytic anemia due to immature erythrocyte enzyme systems (glutathione instability) [see Warnings and Precautions (5.5) and Use in Specific Populations (8.1 and 8.4)].",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2204af8b73-7e15-7da8-e063-6294a90af284%22,True,,,,,,
nitrofurantoin,NITROFURANTOIN,311989,04af8b73-7e15-7da8-e063-6294a90af284,contraindications,Known hypersensitivity to nitrofurantoin.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2204af8b73-7e15-7da8-e063-6294a90af284%22,False,,,,,,
nitrofurantoin,NITROFURANTOIN,311989,04af8b73-7e15-7da8-e063-6294a90af284,contraindications,(4) History of cholestatic jaundice/hepatic dysfunction associated with nitrofurantoin.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2204af8b73-7e15-7da8-e063-6294a90af284%22,True,,,,,,
nitrofurantoin,NITROFURANTOIN,311989,04af8b73-7e15-7da8-e063-6294a90af284,contraindications,"(4) Patients who have anuria, oliguria, or significant impairment of renal function (creatinine clearance under 60 mL per minute or clinically significant elevated serum creatinine).",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2204af8b73-7e15-7da8-e063-6294a90af284%22,True,,,,,,
nitrofurantoin,NITROFURANTOIN,311989,04af8b73-7e15-7da8-e063-6294a90af284,contraindications,"(4) Pregnant patients at term (38 weeks to 42 weeks gestation), during labor and delivery, or when the onset of labor is imminent.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2204af8b73-7e15-7da8-e063-6294a90af284%22,True,,,,,,
nitrofurantoin,NITROFURANTOIN,311989,04af8b73-7e15-7da8-e063-6294a90af284,contraindications,(4) Pediatric Patients under one month of age.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2204af8b73-7e15-7da8-e063-6294a90af284%22,True,,,,,,
nitrofurantoin,NITROFURANTOIN,311989,04af8b73-7e15-7da8-e063-6294a90af284,contraindications,(4),https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2204af8b73-7e15-7da8-e063-6294a90af284%22,True,,,,,,
nitrofurantoin,NITROFURANTOIN,311989,04af8b73-7e15-7da8-e063-6294a90af284,drug_interactions,7 DRUG INTERACTIONS Antacids : Decreased absorption of nitrofurantoin.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2204af8b73-7e15-7da8-e063-6294a90af284%22,True,,,,,,
nitrofurantoin,NITROFURANTOIN,311989,04af8b73-7e15-7da8-e063-6294a90af284,drug_interactions,(7.1) Uricosuric drugs: Inhibit renal tubular secretion of nitrofurantoin.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2204af8b73-7e15-7da8-e063-6294a90af284%22,True,,,,,,
nitrofurantoin,NITROFURANTOIN,311989,04af8b73-7e15-7da8-e063-6294a90af284,drug_interactions,"(7.2) 7.1 Antacids Antacids containing magnesium trisilicate, when administered concomitantly with nitrofurantoin, reduce both the rate and extent of absorption.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2204af8b73-7e15-7da8-e063-6294a90af284%22,True,,,,,,
nitrofurantoin,NITROFURANTOIN,311989,04af8b73-7e15-7da8-e063-6294a90af284,drug_interactions,The mechanism for this interaction probably is adsorption of nitrofurantoin onto the surface of magnesium trisilicate.,https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2204af8b73-7e15-7da8-e063-6294a90af284%22,False,,,,,,
nitrofurantoin,NITROFURANTOIN,311989,04af8b73-7e15-7da8-e063-6294a90af284,drug_interactions,"If coadministration of nitrofurantoin with antacids containing magnesium trisilicate cannot be avoided, monitor for lack of efficacy [see Clinical Pharmacology (12.3)] . 7.2 Uricosuric Drugs Uricosuric drugs, such as probenecid and sulfinpyrazone, can inhibit renal tubular secretion of nitrofurantoin.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2204af8b73-7e15-7da8-e063-6294a90af284%22,True,,,,,,
nitrofurantoin,NITROFURANTOIN,311989,04af8b73-7e15-7da8-e063-6294a90af284,drug_interactions,"The resulting increase in nitrofurantoin serum levels may increase toxicity, and the decreased urinary levels could lessen its efficacy as a urinary tract antibacterial.",https://api.fda.gov/drug/label.json?search=openfda.spl_set_id:%2204af8b73-7e15-7da8-e063-6294a90af284%22,False,,,,,,
